ID,crisis_behav_media_post_exercise,crisis_mood_states_pre_fatigue,crisis_behav_media_post_tv_media,crisis_behav_media_pre_hours_sleep_weekdays,crisis_mood_states_post_relaxed_vs_anxious,crisis_life_changes_time_outside_home,crisis_life_changes_stress_friend_change,crisis_life_changes_stress_cancellation,crisis_mood_states_post_fatigue,crisis_mood_states_pre_focus,crisis_behav_media_post_bed_weekdays,crisis_mood_states_post_focus,crisis_behav_media_post_videogames,crisis_mood_states_pre_worry,crisis_behav_media_pre_exercise,crisis_covid_worries_others,crisis_mood_states_pre_loneliness,crisis_life_changes_stress_family_change,crisis_life_changes_financial_difficulty,crisis_mood_states_pre__relaxed_vs_anxious,crisis_mood_states_post_negative_thougths,crisis_mood_states_pre_negative_thoughts,crisis_behav_media_pre_bed_weekends,crisis_covid_impact_job_loss,crisis_mood_states_pre_enjoy_activities,crisis_mood_states_post_happy_vs_sad,crisis_behav_media_pre_time_outdoor,crisis_mood_states_pre_happy_vs_sad,crisis_behav_media_pre_hours_sleep_weekends,crisis_behav_media_pre_social_media,crisis_life_changes_stress_stay_at_home,crisis_mood_states_post_irritability,crisis_life_changes_freq_outside_contacts,crisis_mood_states_pre_fidget,crisis_covid_worries_physical,crisis_behav_media_pre_tv_media,crisis_life_changes_difficulty_distancing,crisis_mood_states_post_worry,crisis_behav_media_pre_videogames,crisis_covid_worries_self,crisis_mood_states_pre_irritability,crisis_covid_worries_mental,crisis_life_changes_in_person_conversation,crisis_behav_media_post_bed_weekends,crisis_mood_states_post_fidget,crisis_life_changes_food_insecurity,crisis_behav_media_pre_bed_weekdays,crisis_life_changes_fam_relationship,crisis_covid_impact_school_closed,crisis_behav_media_post_hours_sleep_weekend,crisis_covid_worries_positive_changes,crisis_mood_states_post_enjoy_activities,crisis_behav_media_post_hours_sleep_weekdays,crisis_behav_media_post_social_media,crisis_life_changes_friend_relationship,crisis_covid_worries_reading,crisis_behav_media_post_time_outdoor,crisis_life_changes_houing_instability,crisis_mood_states_post_loneliness,crisis_life_changes_covid_worries_hopefully_end
057fb82e,1.0,2.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0
0586dc12,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,,1.0,1.0,2.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0
059c63d7,1.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,,2.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,1.0,5.0,3.0,5.0,1.0,4.0,5.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,5.0,2.0,4.0,5.0,2.0
059dcddc,1.0,1.0,5.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0,4.0,3.0,2.0,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,4.0,3.0,5.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,5.0,1.0,4.0
05ac6d57,2.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,6.0,2.0,3.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0
05ad1602,2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,,2.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0
05b27157,1.0,2.0,5.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0,3.0,,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,0.0,3.0,5.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0
05b7650a,5.0,1.0,4.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,,5.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0
05d4d6c0,2.0,3.0,3.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,10.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0
05da03d6,2.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,5.0,4.0,3.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,4.0,5.0,3.0,5.0,1.0,5.0,2.0,3.0
06374281,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,5.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,3.0
0659150e,1.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,4.0,10.0,3.0,4.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0
066fa623,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0
06894fe1,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,,2.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,0.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0
068c9144,4.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0
068d9696,5.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,,3.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,0.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0
06b51bd6,3.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,,4.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,,3.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0
06b5f325,2.0,4.0,5.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,,3.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,5.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0
06c3c1ed,5.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,15.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,3.0
06c51271,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0
06d753d5,5.0,2.0,,2.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0
06ea2067,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0
06ea665b,5.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,1.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,3.0,3.0,3.0
0735a1dc,1.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,2.0,2.0,1.0,5.0,0.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,5.0,1.0,1.0
0738d555,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,,4.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0
073bcef0,2.0,2.0,4.0,2.0,3.0,5.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,1.0,5.0
075d66f6,4.0,3.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,5.0,2.0,3.0,5.0,0.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,4.0,5.0
076e4a24,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0
0780baf4,1.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,0.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,2.0,5.0,3.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,1.0
07842027,5.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0
07977f74,5.0,2.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,,2.0,2.0,2.0,3.0,,4.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0
07a10860,3.0,1.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,0.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,4.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0
07a78281,2.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,4.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,8.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0
07b2d1b1,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,8.0,4.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0
07be8f63,3.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,5.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0
07c18654,5.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,1.0,5.0
07d65ba6,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0
07dabd91,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,0.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,1.0,2.0,2.0
07dac8b9,2.0,4.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,0.0,2.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0
07e188bb,2.0,2.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,5.0,1.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,5.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,0.0,2.0,3.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0
07ee190e,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,1.0,5.0,3.0,5.0,20.0,3.0,4.0,0.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,1.0
07f632b3,2.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,4.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0
080782ac,,,,,,3.0,4.0,4.0,,,,,,,,5.0,,,5.0,,,,,,,,,,,,,,3.0,,3.0,,2.0,,,4.0,,3.0,10.0,,,1.0,,3.0,2.0,,1.0,,,,3.0,5.0,,5.0,,5.0
0851b2e7,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,4.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0
0868179b,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,5.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,,5.0,3.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,3.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,5.0,1.0,2.0,2.0
090c4b8c,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,,3.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0
092db20c,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,4.0,50.0,2.0,4.0,0.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0
093482f6,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0
093a7c48,3.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0
095d6c48,2.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,,1.0,1.0,2.0,,4.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0
09725acb,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0
09727fd3,2.0,5.0,4.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,5.0,2.0,3.0,4.0,0.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0
0974c46d,2.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,1.0,5.0,2.0,2.0,5.0,3.0,5.0,2.0,5.0,0.0,4.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0
